Month,Day,Temperature,Hour,Aerosol Optical Depth,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,valor
1,1,17.2,1,0.078,9.7,0,0,0,61.16,133.5,880,1.5,359,67.21
1,1,16.6,2,0.08,9.7,0,0,0,63.85,134.4,879,1.5,353,85.58
1,1,16.2,3,0.083,9.7,0,0,0,65.59,130.79,879,1.4,356,82.95
1,1,16.0,4,0.083,9.6,0,0,0,65.8,123.52,879,1.4,6,77.55
1,1,15.9,5,0.081,9.4,0,0,0,65.28,113.79,879,1.4,13,74.87
1,1,15.8,6,0.082,9.2,0,0,0,64.84,102.54,879,1.4,19,74.87
1,1,16.7,7,0.083,9.0,0,0,0,60.46,89.88,879,1.3,29,71.16
1,1,19.5,8,0.079,8.7,57,604,188,49.65,77.46,880,1.3,12,39.65
1,1,22.7,9,0.074,7.5,82,830,442,37.62,64.29,880,1.3,299,0.0
1,1,25.2,10,0.071,6.6,97,936,688,30.48,50.84,880,1.3,266,0.0
1,1,27.4,11,0.07,6.0,107,993,898,25.63,37.22,879,1.3,263,0.0
1,1,29.2,12,0.069,5.5,114,1026,1055,22.29,23.48,879,1.3,265,0.0
1,1,30.1,13,0.07,5.4,119,1040,1145,20.98,9.69,879,1.3,265,0.0
1,1,30.3,14,0.072,5.6,121,1041,1159,21.04,4.22,878,1.3,263,0.0
1,1,30.0,15,0.075,5.9,120,1029,1099,21.89,18.0,878,1.3,261,0.0
1,1,29.2,16,0.076,6.2,115,1003,967,23.45,31.77,878,1.3,258,0.0
1,1,28.1,17,0.076,6.5,105,954,774,25.47,45.45,877,1.4,256,0.0
1,1,26.6,18,0.081,6.8,92,867,539,28.36,58.98,877,1.4,254,0.0
1,1,24.7,19,0.08,7.3,70,709,286,32.87,72.28,878,1.4,254,0.0
1,1,22.0,20,0.08,8.2,31,313,57,41.28,85.17,878,1.4,259,0.0
1,1,19.9,21,0.081,9.4,0,0,0,50.68,97.8,879,1.4,263,0.0
1,1,18.6,22,0.084,10.0,0,0,0,57.29,109.5,880,1.4,267,0.0
1,1,18.1,23,0.084,10.2,0,0,0,59.75,119.93,880,1.4,305,43.52
1,1,17.7,24,0.088,10.1,0,0,0,61.17,128.33,880,1.4,6,70.84
1,2,17.3,1,0.091,10.1,0,0,0,62.56,133.55,879,1.4,15,66.96
1,2,16.8,2,0.092,10.1,0,0,0,64.78,134.49,878,1.4,2,66.42
1,2,16.3,3,0.099,10.2,0,0,0,67.35,130.91,878,1.3,349,65.33
1,2,16.0,4,0.104,10.3,0,0,0,68.85,123.65,878,1.3,3,66.79
1,2,15.7,5,0.101,10.1,0,0,0,69.56,113.93,878,1.3,35,71.99
1,2,15.7,6,0.102,9.9,0,0,0,68.39,102.67,878,1.3,46,81.8
1,2,16.5,7,0.101,9.7,0,0,0,64.04,89.99,878,1.3,40,80.5
1,2,19.0,8,0.098,9.6,61,566,183,54.32,77.59,878,1.3,347,43.48
1,2,21.8,9,0.098,9.0,91,796,435,44.03,64.42,878,1.3,284,0.0
1,2,24.4,10,0.098,8.3,110,906,681,35.86,50.96,878,1.3,270,0.0
1,2,26.7,11,0.094,7.6,121,971,893,29.79,37.33,878,1.3,260,0.0
1,2,28.5,12,0.088,7.3,126,1010,1051,26.27,23.59,878,1.3,256,0.0
1,2,29.3,13,0.089,7.3,131,1025,1141,25.16,9.79,877,1.3,255,0.0
1,2,29.4,14,0.093,7.6,134,1021,1153,25.55,4.1,877,1.4,255,0.0
1,2,28.8,15,0.096,8.0,133,1008,1092,27.08,17.89,877,1.4,253,0.0
1,2,28.0,16,0.096,8.2,126,981,962,28.72,31.67,877,1.4,251,0.0
1,2,26.9,17,0.095,8.2,115,934,771,30.7,45.35,877,1.4,248,0.0
1,2,25.4,18,0.093,8.2,98,851,538,33.65,58.89,877,1.4,244,0.0
1,2,23.6,19,0.091,8.4,74,693,286,37.75,72.2,877,1.3,242,0.0
1,2,21.2,20,0.09,8.9,32,292,57,45.42,85.11,878,1.3,246,11.35
1,2,19.2,21,0.093,9.8,0,0,0,54.44,97.74,878,1.3,251,95.97
1,2,18.1,22,0.096,10.3,0,0,0,60.31,109.46,879,1.3,253,107.68
1,2,17.3,23,0.099,10.5,0,0,0,64.32,119.92,879,1.3,267,107.68
1,2,16.9,24,0.113,10.6,0,0,0,66.26,128.35,879,1.3,317,105.32
1,3,16.5,1,0.122,10.6,0,0,0,68.1,133.61,879,1.3,336,79.47
1,3,16.1,2,0.118,10.6,0,0,0,69.86,134.59,878,1.3,330,75.52
1,3,15.8,3,0.127,10.6,0,0,0,71.1,131.03,878,1.3,349,86.31
1,3,15.6,4,0.131,10.5,0,0,0,71.48,123.79,878,1.3,35,87.86
1,3,15.5,5,0.126,10.2,0,0,0,70.87,114.07,878,1.3,56,77.82
1,3,15.4,6,0.126,9.8,0,0,0,69.49,102.81,878,1.2,68,78.98
1,3,16.4,7,0.122,9.3,0,0,0,62.87,90.11,878,1.2,74,78.92
1,3,19.2,8,0.11,8.8,64,544,180,51.0,77.72,879,1.2,80,40.02
1,3,22.2,9,0.1,8.1,92,798,435,40.49,64.54,878,1.1,261,0.0
1,3,25.2,10,0.094,6.6,109,916,684,30.53,51.09,878,1.1,263,0.0
1,3,27.1,11,0.092,6.1,120,979,898,26.25,37.45,878,1.1,264,0.0
1,3,28.2,12,0.09,6.1,128,1014,1056,24.6,23.71,878,1.1,263,0.0
1,3,28.9,13,0.092,6.1,134,1029,1148,23.67,9.9,877,1.1,262,0.0
1,3,29.2,14,0.093,6.2,135,1031,1164,23.43,3.98,877,1.1,261,0.0
1,3,29.0,15,0.08,6.3,124,1031,1106,23.87,17.79,877,1.1,259,0.0
1,3,28.5,16,0.08,6.4,118,1007,976,24.77,31.57,877,1.1,258,0.0
1,3,27.4,17,0.08,6.5,108,961,784,26.62,45.26,876,1.1,258,0.0
1,3,25.8,18,0.08,6.9,93,880,549,29.87,58.81,876,1.1,260,0.0
1,3,23.5,19,0.081,7.4,71,716,291,35.68,72.13,877,1.2,264,0.0
1,3,20.7,20,0.084,8.5,32,314,59,45.48,85.04,878,1.2,271,0.0
1,3,18.6,21,0.09,9.7,0,0,0,56.0,97.7,878,1.2,279,67.59
1,3,17.5,22,0.096,10.2,0,0,0,62.46,109.43,879,1.2,295,76.92
1,3,17.1,23,0.096,10.4,0,0,0,64.75,119.92,879,1.3,329,78.65
1,3,16.8,24,0.1,10.3,0,0,0,65.66,128.38,879,1.3,29,86.35
1,4,16.6,1,0.101,10.2,0,0,0,65.91,133.68,879,1.3,76,76.09
1,4,16.3,2,0.099,10.1,0,0,0,66.8,134.7,878,1.3,65,73.73
1,4,15.9,3,0.107,10.1,0,0,0,68.41,131.17,878,1.3,28,116.91
1,4,15.6,4,0.111,10.1,0,0,0,69.56,123.93,878,1.3,14,98.28
1,4,15.4,5,0.107,9.9,0,0,0,69.89,114.22,879,1.3,27,80.69
1,4,15.3,6,0.112,9.7,0,0,0,69.15,102.95,879,1.3,62,77.78
1,4,16.2,7,0.112,9.3,0,0,0,63.67,90.22,880,1.3,85,72.94
1,4,19.1,8,0.107,8.8,62,546,177,51.25,77.85,880,1.3,89,41.18
1,4,22.4,9,0.107,7.8,94,783,429,39.13,64.67,880,1.3,295,0.0
1,4,25.2,10,0.11,7.0,115,890,673,31.18,51.21,880,1.4,277,0.0
1,4,27.2,11,0.116,6.5,132,945,881,26.87,37.57,879,1.5,269,0.0
1,4,28.7,12,0.087,6.3,125,1001,1041,24.25,23.82,879,1.6,266,0.0
1,4,29.3,13,0.094,6.3,133,1010,1128,23.39,10.0,878,1.7,265,0.0
1,4,29.3,14,0.099,6.6,137,1006,1141,23.86,3.87,878,1.8,266,0.0
1,4,28.7,15,0.103,6.9,136,990,1079,25.33,17.69,878,1.9,266,0.0
1,4,27.9,16,0.105,7.2,130,961,950,27.11,31.48,878,1.9,266,0.0
1,4,26.7,17,0.107,7.5,120,908,760,29.6,45.18,878,2.0,267,0.0
1,4,25.2,18,0.107,7.8,103,821,529,32.97,58.73,878,2.0,268,0.0
1,4,23.2,19,0.107,8.2,78,658,281,38.16,72.06,879,1.9,267,0.0
1,4,20.7,20,0.107,8.8,33,267,57,46.44,84.99,880,1.9,268,35.69
1,4,19.0,21,0.109,9.6,0,0,0,54.34,97.65,880,1.8,268,104.41
1,4,18.0,22,0.112,10.0,0,0,0,59.52,109.41,880,1.8,269,92.42
1,4,17.5,23,0.112,10.2,0,0,0,62.09,119.92,881,1.7,285,90.58
1,4,17.1,24,0.117,10.2,0,0,0,63.67,128.41,881,1.7,336,89.59
1,5,16.8,1,0.121,10.2,0,0,0,64.96,133.76,881,1.6,1,91.13
1,5,16.3,2,0.118,10.3,0,0,0,67.48,134.82,880,1.6,352,87.14
1,5,15.7,3,0.129,10.4,0,0,0,70.78,131.3,880,1.5,351,85.92
1,5,15.4,4,0.134,10.4,0,0,0,72.31,124.08,880,1.5,356,85.92
1,5,15.1,5,0.125,10.3,0,0,0,73.15,114.36,880,1.4,12,85.92
1,5,15.0,6,0.123,10.0,0,0,0,72.24,103.1,880,1.4,50,85.92
1,5,16.0,7,0.119,9.6,0,0,0,65.74,90.88,880,1.4,73,85.92
1,5,19.0,8,0.114,8.8,63,532,174,51.61,77.98,880,1.4,81,61.07
1,5,22.4,9,0.111,7.3,95,774,424,37.77,64.8,880,1.4,280,0.0
1,5,25.0,10,0.112,6.2,116,888,671,30.04,51.33,880,1.4,271,0.0
1,5,27.1,11,0.115,5.6,132,949,882,25.4,37.69,879,1.4,268,0.0
1,5,28.5,12,0.12,5.4,144,978,1037,23.02,23.93,879,1.5,265,0.0
1,5,29.3,13,0.127,5.5,153,990,1128,22.23,10.11,878,1.5,263,0.0
1,5,29.5,14,0.134,6.0,158,986,1141,22.63,3.76,878,1.6,260,0.0
1,5,29.3,15,0.106,6.3,138,996,1088,23.52,17.59,877,1.6,257,0.0
1,5,28.8,16,0.112,6.6,134,962,955,24.7,31.39,877,1.7,253,0.0
1,5,28.0,17,0.117,6.8,125,908,766,26.17,45.09,877,1.7,248,0.0
1,5,26.7,18,0.12,7.0,108,817,533,28.53,58.66,877,1.7,242,0.0
1,5,24.9,19,0.12,7.1,82,652,283,32.17,71.99,877,1.6,238,0.0
1,5,22.2,20,0.118,7.8,35,265,58,39.7,84.93,878,1.6,243,19.51
1,5,20.1,21,0.115,8.9,0,0,0,48.44,97.61,879,1.5,250,106.98
1,5,18.7,22,0.111,9.5,0,0,0,54.95,109.39,879,1.4,256,133.57
1,5,18.2,23,0.105,9.6,0,0,0,57.19,119.93,879,1.4,254,133.57
1,5,17.8,24,0.108,9.5,0,0,0,58.13,128.46,879,1.4,80,118.56
1,6,17.5,1,0.108,9.3,0,0,0,58.69,133.84,879,1.3,63,102.46
1,6,17.1,2,0.105,9.3,0,0,0,60.24,134.94,878,1.3,9,102.59
1,6,16.4,3,0.113,9.6,0,0,0,64.03,131.45,878,1.3,328,110.06
1,6,15.7,4,0.123,9.9,0,0,0,68.42,124.23,878,1.4,325,110.06
1,6,15.3,5,0.12,10.1,0,0,0,71.08,114.52,878,1.4,335,110.06
1,6,15.2,6,0.121,10.0,0,0,0,71.31,103.24,878,1.4,33,105.44
1,6,16.2,7,0.115,9.7,0,0,0,65.42,91.02,878,1.3,83,107.57
1,6,19.5,8,0.106,9.0,61,543,173,50.64,78.12,878,1.3,89,65.22
1,6,23.4,9,0.1,7.7,90,790,425,36.53,64.93,878,1.3,342,0.0
1,6,26.4,10,0.098,6.8,109,905,673,28.66,51.46,878,1.3,273,0.0
1,6,28.6,11,0.099,6.2,122,966,886,24.24,37.8,877,1.3,266,0.0
1,6,30.1,12,0.095,6.1,129,1004,1046,22.03,24.04,877,1.3,264,0.0
1,6,30.8,13,0.101,6.3,137,1016,1138,21.51,10.21,876,1.3,262,0.0
1,6,30.8,14,0.107,6.7,142,1012,1152,22.17,3.65,876,1.4,260,0.0
1,6,30.3,15,0.127,7.3,150,986,1090,23.62,17.5,876,1.4,257,0.0
1,6,29.4,16,0.132,7.6,146,954,961,25.49,31.3,875,1.4,253,0.0
1,6,28.3,17,0.133,7.8,133,901,771,27.55,45.01,875,1.4,249,0.0
1,6,26.9,18,0.131,7.9,114,813,538,30.14,58.58,875,1.4,245,0.0
1,6,25.0,19,0.126,8.1,85,647,285,34.2,71.93,876,1.4,243,0.0
1,6,22.4,20,0.119,8.7,35,262,59,41.66,84.89,876,1.4,248,13.82
1,6,20.3,21,0.114,9.6,0,0,0,50.14,97.58,877,1.3,254,72.44
1,6,19.0,22,0.112,10.0,0,0,0,56.06,109.37,878,1.3,258,96.59
1,6,18.4,23,0.11,10.1,0,0,0,58.62,119.94,878,1.3,262,101.19
1,6,18.0,24,0.115,10.1,0,0,0,59.89,128.51,878,1.3,62,102.22
1,7,17.7,1,0.118,10.0,0,0,0,60.59,133.93,877,1.3,73,86.03
1,7,17.6,2,0.116,9.9,0,0,0,60.55,135.07,877,1.3,111,83.94
1,7,17.3,3,0.12,9.7,0,0,0,61.12,131.6,876,1.4,159,83.94
1,7,16.9,4,0.121,9.6,0,0,0,62.04,124.39,876,1.4,161,83.94
1,7,16.5,5,0.117,9.3,0,0,0,62.51,114.67,876,1.4,139,83.94
1,7,16.2,6,0.109,8.8,0,0,0,61.58,103.39,877,1.3,122,83.94
1,7,17.7,7,0.101,8.0,0,0,0,52.93,91.16,877,1.3,111,80.02
1,7,21.8,8,0.096,7.3,59,556,172,39.1,78.25,877,1.2,120,35.84
1,7,25.3,9,0.093,6.4,88,803,427,29.88,65.06,877,1.1,228,0.0
1,7,27.7,10,0.094,5.7,108,914,676,24.68,51.58,877,1.1,248,0.0
1,7,29.1,11,0.098,5.6,123,972,890,22.62,37.92,876,1.1,253,0.0
1,7,29.9,12,0.093,5.8,129,1011,1052,21.9,24.15,876,1.1,255,0.0
1,7,30.3,13,0.097,6.3,136,1021,1141,22.06,10.32,876,1.2,255,0.0
1,7,30.4,14,0.099,6.6,138,1023,1159,22.51,3.55,875,1.2,252,0.0
1,7,30.2,15,0.098,6.9,135,1013,1102,23.24,17.4,875,1.2,248,0.0
1,7,29.7,16,0.096,7.1,127,989,973,24.15,31.21,875,1.2,244,0.0
1,7,28.7,17,0.093,7.1,115,945,784,25.66,44.93,874,1.2,241,0.0
1,7,27.3,18,0.09,7.3,98,865,549,28.16,58.51,874,1.2,242,0.0
1,7,25.1,19,0.089,7.8,74,704,294,33.21,71.87,875,1.2,247,0.0
1,7,22.0,20,0.091,9.0,34,302,61,43.37,84.84,876,1.2,259,0.0
1,7,19.8,21,0.095,10.2,0,0,0,53.91,97.55,876,1.2,271,59.42
1,7,18.6,22,0.099,10.8,0,0,0,60.66,109.36,877,1.3,291,62.87
1,7,18.1,23,0.104,11.1,0,0,0,63.48,119.96,877,1.3,330,66.03
1,7,17.7,24,0.114,11.1,0,0,0,65.27,128.56,877,1.3,351,68.92
1,8,17.3,1,0.125,11.1,0,0,0,67.12,134.03,877,1.3,352,67.96
1,8,16.9,2,0.127,11.2,0,0,0,69.1,135.2,877,1.3,352,67.96
1,8,16.5,3,0.131,11.3,0,0,0,71.15,131.76,877,1.3,353,66.33
1,8,16.3,4,0.131,11.3,0,0,0,72.17,124.55,877,1.3,358,66.18
1,8,16.2,5,0.126,11.2,0,0,0,72.22,114.83,877,1.3,4,66.92
1,8,16.1,6,0.129,11.1,0,0,0,72.19,103.55,878,1.2,6,69.84
1,8,16.8,7,0.133,11.0,0,0,0,68.63,91.3,878,1.2,15,70.64
1,8,19.2,8,0.125,10.9,65,500,166,58.81,78.39,879,1.2,340,39.66
1,8,22.1,9,0.113,10.3,96,770,419,47.12,65.19,879,1.2,308,0.0
1,8,24.5,10,0.104,9.6,112,898,669,38.82,51.7,879,1.2,289,0.0
1,8,26.7,11,0.099,8.8,123,967,885,32.45,38.04,879,1.2,277,0.0
1,8,28.2,12,0.099,8.2,132,999,1043,28.5,24.26,878,1.3,271,0.0
1,8,29.2,13,0.103,7.8,139,1014,1136,26.14,10.42,878,1.3,269,0.0
1,8,29.5,14,0.11,7.6,144,1012,1154,25.31,3.45,877,1.3,267,0.0
1,8,29.4,15,0.116,7.6,145,994,1093,25.4,17.31,877,1.4,264,0.0
1,8,28.8,16,0.124,7.6,141,958,961,26.46,31.13,876,1.5,260,0.0
1,8,27.8,17,0.13,7.8,132,902,771,28.38,44.86,876,1.5,259,0.0
1,8,26.4,18,0.093,8.1,98,855,545,31.3,58.45,876,1.5,259,0.0
1,8,24.4,19,0.102,8.5,77,679,289,36.3,71.82,877,1.6,261,0.0
1,8,21.7,20,0.112,9.3,35,276,60,45.2,84.8,877,1.6,264,5.04
1,8,19.7,21,0.131,10.3,0,0,0,54.52,97.52,878,1.7,263,60.53
1,8,18.7,22,0.153,10.8,0,0,0,59.9,109.36,878,1.8,255,74.23
1,8,18.2,23,0.164,10.9,0,0,0,62.47,119.99,879,1.8,235,71.84
1,8,17.9,24,0.166,10.9,0,0,0,63.68,128.62,878,1.9,212,64.31
1,9,17.5,1,0.159,10.9,0,0,0,65.23,134.14,878,1.9,3,67.43
1,9,17.0,2,0.147,10.9,0,0,0,67.33,135.34,878,1.9,338,67.43
1,9,16.7,3,0.145,10.9,0,0,0,68.5,131.92,877,1.9,336,67.43
1,9,16.4,4,0.146,10.8,0,0,0,69.67,124.72,877,1.9,347,67.43
1,9,16.2,5,0.143,10.8,0,0,0,70.42,114.99,878,1.9,26,68.03
1,9,16.0,6,0.142,10.7,0,0,0,70.59,103.7,878,2.0,72,79.05
1,9,16.8,7,0.138,10.3,0,0,0,65.64,91.45,878,2.0,76,122.94
1,9,19.8,8,0.134,9.3,90,2,90,50.67,78.53,879,2.0,34,45.39
1,9,23.1,9,0.129,7.7,99,730,404,37.19,65.32,879,1.9,330,0.0
1,9,26.1,10,0.126,6.5,120,855,649,28.57,51.83,878,1.9,306,0.0
1,9,28.7,11,0.124,5.9,135,924,861,23.6,38.16,878,1.9,293,0.0
1,9,30.5,12,0.093,5.7,127,990,1029,20.93,24.37,878,1.8,288,0.0
1,9,31.5,13,0.092,5.8,131,1008,1122,19.9,10.52,877,1.8,285,0.0
1,9,31.7,14,0.091,5.9,132,1015,1145,19.9,3.36,877,1.7,283,0.0
1,9,31.4,15,0.091,6.1,129,1005,1089,20.45,17.22,877,1.7,281,0.0
1,9,30.6,16,0.09,6.2,122,980,962,21.55,31.05,876,1.7,279,0.0
1,9,29.5,17,0.088,6.3,111,939,777,23.16,44.79,876,1.6,277,0.0
1,9,28.0,18,0.087,6.6,95,859,545,25.71,58.39,876,1.6,274,0.0
1,9,25.8,19,0.085,7.1,72,704,292,30.4,71.77,876,1.6,271,0.0
1,9,22.8,20,0.085,8.3,33,321,62,39.37,84.76,877,1.6,269,5.86
1,9,20.4,21,0.088,9.6,0,0,0,49.81,97.5,877,1.6,265,58.64
1,9,19.1,22,0.093,10.3,0,0,0,56.57,109.36,878,1.6,258,61.58
1,9,18.7,23,0.094,10.4,0,0,0,58.54,120.02,878,1.7,229,60.29
1,9,18.5,24,0.101,10.3,0,0,0,59.04,128.69,878,1.8,113,53.04
1,10,18.2,1,0.106,10.4,0,0,0,60.31,134.25,878,1.8,292,61.36
1,10,17.5,2,0.11,10.6,0,0,0,63.92,135.49,878,1.9,283,63.91
1,10,16.8,3,0.122,10.8,0,0,0,67.77,132.09,877,1.9,287,64.86
1,10,16.5,4,0.129,10.9,0,0,0,69.38,124.89,877,1.9,317,66.75
1,10,16.4,5,0.123,10.7,0,0,0,68.85,115.16,877,1.9,91,66.76
1,10,16.1,6,0.114,10.1,0,0,0,67.77,103.86,877,1.9,100,66.36
1,10,17.6,7,0.106,9.3,0,0,0,58.2,91.6,877,1.9,98,74.76
1,10,21.6,8,0.102,8.2,58,519,160,42.07,78.67,878,1.8,106,42.4
1,10,25.5,9,0.099,6.4,258,114,305,29.58,65.45,878,1.8,156,0.0
1,10,28.5,10,0.1,5.4,109,884,654,23.12,51.95,877,1.8,243,0.0
1,10,30.1,11,0.104,5.4,125,944,866,21.01,38.27,877,1.8,253,0.0
1,10,31.2,12,0.11,5.6,462,524,939,20.08,24.48,877,1.8,255,0.0
1,10,31.7,13,0.117,6.2,146,986,1115,20.23,10.63,877,1.9,254,0.0
1,10,31.5,14,0.124,6.7,152,984,1134,21.25,3.28,877,1.9,251,0.0
1,10,31.0,15,0.114,7.0,143,978,1078,22.35,17.14,877,2.0,248,0.0
1,10,30.2,16,0.117,7.3,137,949,951,23.83,30.97,877,2.0,246,0.0
1,10,29.0,17,0.118,7.6,126,899,765,26.05,44.72,877,2.0,244,0.0
1,10,27.5,18,0.118,7.9,108,811,534,29.06,58.33,877,2.0,241,0.0
1,10,25.4,19,0.117,8.4,82,648,285,34.04,71.72,877,1.9,241,0.0
1,10,22.8,20,0.117,9.3,35,261,59,42.34,84.73,878,1.9,247,15.07
1,10,20.9,21,0.116,10.3,0,0,0,50.85,97.49,879,1.9,257,63.07
1,10,19.8,22,0.116,10.8,0,0,0,56.29,109.37,879,1.9,271,67.69
1,10,19.1,23,0.114,11.0,0,0,0,59.5,120.05,880,1.9,318,65.42
1,10,18.7,24,0.113,11.0,0,0,0,60.84,128.77,879,1.8,14,67.03
1,11,18.3,1,0.114,10.9,0,0,0,61.83,134.37,879,1.8,37,69.43
1,11,18.1,2,0.117,10.7,0,0,0,62.05,135.65,878,1.8,30,68.08
1,11,17.7,3,0.124,10.7,0,0,0,63.61,132.26,878,1.8,5,66.34
1,11,17.2,4,0.13,10.7,0,0,0,65.81,125.07,878,1.8,354,66.11
1,11,16.9,5,0.127,10.7,0,0,0,66.76,115.33,878,1.8,10,66.11
1,11,16.7,6,0.127,10.5,0,0,0,66.65,104.02,878,1.7,29,66.11
1,11,17.5,7,0.123,10.2,0,0,0,62.16,91.75,878,1.6,32,80.85
1,11,20.3,8,0.115,9.9,60,498,157,51.24,78.8,879,1.6,1,44.86
1,11,23.6,9,0.11,9.0,93,758,406,39.44,65.58,879,1.6,293,0.0
1,11,25.9,10,0.106,8.1,112,885,656,32.39,52.07,879,1.5,280,0.0
1,11,27.7,11,0.103,7.4,125,953,871,27.82,38.39,879,1.5,274,0.0
1,11,29.1,12,0.09,7.0,126,1000,1036,24.85,24.59,878,1.5,270,0.0
1,11,30.0,13,0.089,6.6,131,1018,1131,22.99,10.73,878,1.5,266,0.0
1,11,30.4,14,0.093,6.4,134,1018,1151,22.17,3.21,878,1.5,263,0.0
1,11,30.4,15,0.102,6.3,137,1004,1097,22.04,17.06,877,1.4,259,0.0
1,11,29.7,16,0.112,6.5,136,970,968,23.16,30.9,877,1.4,256,0.0
1,11,28.6,17,0.114,6.7,126,919,779,25.02,44.65,877,1.4,254,0.0
1,11,27.1,18,0.107,6.9,105,840,547,27.76,58.27,877,1.4,254,0.0
1,11,25.0,19,0.098,7.4,77,690,294,32.61,71.68,877,1.4,255,0.0
1,11,22.4,20,0.093,8.5,34,310,63,41.1,84.7,878,1.4,260,0.0
1,11,20.3,21,0.091,9.8,0,0,0,50.84,97.48,879,1.4,265,35.58
1,11,19.1,22,0.092,10.5,0,0,0,57.32,109.39,879,1.4,275,46.04
1,11,18.5,23,0.092,10.7,0,0,0,60.57,120.1,880,1.5,320,55.1
1,11,18.0,24,0.094,10.8,0,0,0,62.63,128.85,880,1.5,25,61.3
1,12,17.6,1,0.097,10.7,0,0,0,63.81,134.5,879,1.5,41,68.99
1,12,17.4,2,0.099,10.6,0,0,0,64.31,135.81,879,1.5,41,65.99
1,12,17.0,3,0.109,10.6,0,0,0,66.05,132.44,878,1.5,27,70.09
1,12,16.7,4,0.122,10.7,0,0,0,67.76,125.25,878,1.5,13,77.06
1,12,16.4,5,0.124,10.8,0,0,0,69.27,115.5,878,1.5,19,77.06
1,12,16.2,6,0.141,10.6,0,0,0,69.43,104.18,878,1.5,45,77.06
1,12,17.0,7,0.145,10.2,0,0,0,64.19,91.9,878,1.4,58,77.53
1,12,20.0,8,0.133,9.8,63,472,154,51.78,78.94,879,1.4,56,41.79
1,12,23.4,9,0.122,8.9,97,748,404,39.69,65.71,879,1.4,313,0.0
1,12,26.1,10,0.116,8.1,116,877,654,31.92,52.19,879,1.4,292,0.0
1,12,27.9,11,0.113,7.8,129,947,870,28.11,38.5,878,1.4,287,0.0
1,12,29.0,12,0.113,7.8,139,984,1033,26.49,24.7,878,1.4,283,0.0
1,12,29.4,13,0.114,8.0,145,1002,1129,26.12,10.84,878,1.4,279,0.0
1,12,29.4,14,0.115,8.0,147,1004,1150,26.13,3.16,878,1.4,277,0.0
1,12,29.2,15,0.115,7.8,144,994,1095,26.21,16.99,878,1.4,274,0.0
1,12,28.7,16,0.112,7.6,135,970,968,26.59,30.83,877,1.4,269,0.0
1,12,27.9,17,0.109,7.4,122,925,780,27.41,44.59,877,1.4,264,0.0
1,12,26.7,18,0.106,7.3,104,846,550,29.21,58.22,877,1.3,260,0.0
1,12,25.0,19,0.105,7.6,79,685,295,32.98,71.64,878,1.3,258,0.0
1,12,22.4,20,0.105,8.5,35,297,63,41.03,84.68,878,1.3,260,21.97
1,12,20.3,21,0.109,9.8,0,0,0,50.79,97.47,879,1.4,264,77.81
1,12,19.1,22,0.113,10.5,0,0,0,57.37,109.4,879,1.4,277,70.02
1,12,18.5,23,0.114,10.7,0,0,0,60.58,120.15,880,1.5,328,68.49
1,12,18.1,24,0.12,10.8,0,0,0,62.28,128.94,879,1.5,356,75.4
1,13,17.7,1,0.126,10.9,0,0,0,64.25,134.63,879,1.6,359,82.03
1,13,17.3,2,0.13,11.0,0,0,0,66.49,135.98,879,1.6,1,81.06
1,13,17.0,3,0.144,11.0,0,0,0,67.89,132.63,878,1.6,9,82.03
1,13,16.8,4,0.152,11.0,0,0,0,68.42,125.43,878,1.7,16,78.49
1,13,16.6,5,0.149,10.8,0,0,0,68.55,115.67,878,1.7,41,76.94
1,13,16.5,6,0.149,10.5,0,0,0,67.75,104.34,878,1.7,84,81.31
1,13,17.4,7,0.149,10.1,0,0,0,62.39,92.05,878,1.6,93,82.36
1,13,20.4,8,0.146,9.9,65,444,149,51.0,79.08,879,1.6,124,47.92
1,13,23.5,9,0.139,9.5,102,719,397,40.98,65.84,879,1.6,242,0.0
1,13,26.0,10,0.136,9.2,125,847,642,34.55,52.32,879,1.7,260,0.0
1,13,27.6,11,0.135,9.2,141,917,857,31.6,38.62,879,1.7,264,0.0
1,13,28.7,12,0.133,9.3,150,959,1021,29.84,24.81,878,1.7,266,0.0
1,13,29.3,13,0.139,9.6,160,971,1113,29.35,10.95,878,1.8,265,0.0
1,13,29.5,14,0.147,10.0,166,969,1133,29.8,3.11,878,1.8,263,0.0
1,13,29.2,15,0.151,10.3,165,955,1078,30.98,16.92,878,1.8,260,0.0
1,13,28.7,16,0.152,10.5,157,925,952,32.17,30.76,877,1.8,256,0.0
1,13,27.9,17,0.148,10.4,142,876,766,33.65,44.54,877,1.8,252,0.0
1,13,26.5,18,0.149,10.4,122,783,535,36.49,58.18,877,1.8,248,0.0
1,13,24.7,19,0.145,10.5,91,613,284,40.85,71.61,877,1.8,247,0.0
1,13,22.3,20,0.14,11.0,38,232,59,48.7,84.66,878,1.8,251,7.69
1,13,20.4,21,0.14,11.6,0,0,0,57.11,97.47,879,1.8,256,60.83
1,13,19.3,22,0.141,11.9,0,0,0,62.44,109.43,879,1.7,262,60.31
1,13,18.7,23,0.139,12.0,0,0,0,65.24,120.2,879,1.8,291,62.35
1,13,18.4,24,0.144,12.0,0,0,0,66.44,129.04,879,1.7,10,66.78
1,14,18.1,1,0.145,12.0,0,0,0,67.55,134.77,879,1.7,42,67.78
1,14,17.7,2,0.143,12.0,0,0,0,69.05,136.16,878,1.7,57,67.78
