Month,Day,Temperature,Hour,Aerosol Optical Depth,Dew Point,DHI,DNI,GHI,Relative Humidity,Solar Zenith Angle,Pressure,Precipitable Water,Wind Direction,valor
2,25,18.1,5,0.271,13.0,0,0,0,72.11,124.1,880,3.2,20,73.86
2,25,18.0,6,0.266,12.8,0,0,0,71.84,111.5,881,3.3,62,73.43
2,25,18.1,7,0.246,12.5,0,0,0,69.97,98.23,881,3.3,95,74.42
2,25,19.1,8,0.218,11.8,40,148,54,62.41,84.47,881,3.3,112,73.43
2,25,20.8,9,0.203,10.5,39,0,39,51.62,70.75,881,3.4,119,35.94
2,25,22.6,10,0.205,9.7,13,0,13,43.81,56.91,881,3.4,124,0.0
2,25,24.1,11,0.215,9.5,299,13,309,39.53,43.16,881,3.5,135,0.0
2,25,25.2,12,0.224,9.5,441,273,678,37.15,29.84,881,3.5,174,0.0
2,25,25.8,13,0.225,9.8,198,854,1009,36.51,18.11,881,3.6,216,0.0
2,25,26.0,14,0.212,10.0,423,594,1001,36.47,13.39,880,3.6,225,0.0
2,25,26.1,15,0.161,9.8,163,895,998,35.79,21.1,879,3.5,219,0.0
2,25,26.3,16,0.147,9.4,148,877,879,34.44,33.52,879,3.4,210,0.0
2,25,26.2,17,0.137,9.0,129,831,696,33.68,47.03,878,3.3,203,0.0
2,25,25.5,18,0.133,8.9,107,737,466,34.88,60.84,878,3.2,202,0.0
2,25,23.8,19,0.128,9.1,129,3,130,39.27,74.69,878,3.2,209,72.27
2,25,21.2,20,0.13,9.8,9,0,9,48.23,88.26,879,3.2,221,90.93
2,25,19.8,21,0.137,10.5,0,0,0,54.99,102.1,880,3.2,223,72.27
2,25,18.9,22,0.139,10.9,0,0,0,59.62,115.25,880,3.2,223,72.27
2,25,18.4,23,0.137,11.1,0,0,0,62.32,127.62,880,3.2,237,72.27
2,25,18.0,24,0.152,11.2,0,0,0,64.52,138.47,880,3.1,327,72.27
2,26,17.6,1,0.164,11.4,0,0,0,66.96,146.28,880,3.1,342,80.52
2,26,17.2,2,0.172,11.7,0,0,0,69.87,148.68,880,3.2,343,80.52
2,26,16.7,3,0.206,11.9,0,0,0,73.52,144.54,880,3.2,346,80.52
2,26,16.5,4,0.235,12.2,0,0,0,75.73,135.66,880,3.2,351,86.8
2,26,16.4,5,0.252,12.4,0,0,0,77.15,124.28,880,3.2,359,93.98
2,26,16.6,6,0.279,12.5,0,0,0,76.69,111.64,881,3.2,6,93.98
2,26,17.0,7,0.287,12.5,0,0,0,74.72,98.35,881,3.2,17,93.98
2,26,18.7,8,0.271,12.3,40,119,51,66.16,84.57,881,3.2,23,93.98
2,26,21.0,9,0.262,11.7,117,472,272,55.23,70.84,881,3.2,357,45.54
2,26,23.1,10,0.257,10.9,158,658,516,46.19,57.0,880,3.2,272,0.0
2,26,24.4,11,0.25,10.7,381,460,716,42.07,43.27,880,3.2,259,0.0
2,26,25.4,12,0.131,10.6,284,629,828,39.48,29.99,879,3.2,256,0.0
2,26,26.5,13,0.129,9.9,440,539,952,35.3,18.37,879,3.2,255,0.0
2,26,27.2,14,0.126,9.1,155,884,1014,32.02,13.77,878,3.1,252,0.0
2,26,27.2,15,0.125,8.8,144,928,1008,31.33,21.37,878,3.1,249,0.0
2,26,26.6,16,0.125,8.7,136,901,885,32.3,33.73,878,3.0,246,0.0
2,26,25.8,17,0.124,8.7,123,847,698,33.85,47.21,878,3.0,241,0.0
2,26,24.8,18,0.12,8.6,102,754,468,35.8,61.01,878,2.9,235,0.0
2,26,23.1,19,0.116,8.7,71,559,217,39.83,74.86,878,2.9,230,0.0
2,26,20.9,20,0.115,9.3,14,69,16,47.35,88.42,879,2.8,232,109.36
2,26,19.8,21,0.116,9.7,0,0,0,52.22,102.29,879,2.8,217,191.62
2,26,19.3,22,0.115,9.7,0,0,0,53.83,115.47,879,2.8,161,169.73
2,26,19.1,23,0.111,9.5,0,0,0,53.73,127.87,879,2.8,123,102.93
2,26,19.1,24,0.114,9.4,0,0,0,53.27,138.78,879,2.8,119,95.91
2,27,19.4,1,0.125,9.6,0,0,0,53.2,146.65,879,2.9,125,103.83
2,27,18.3,2,0.141,10.2,0,0,0,59.11,149.05,879,3.0,298,103.83
2,27,17.2,3,0.174,10.7,0,0,0,65.76,144.85,878,3.0,305,97.48
2,27,16.6,4,0.195,11.2,0,0,0,70.32,135.9,878,3.0,323,75.8
2,27,16.4,5,0.199,11.3,0,0,0,71.59,124.46,878,3.0,355,76.41
2,27,16.4,6,0.197,11.1,0,0,0,70.7,111.78,878,3.0,47,76.53
2,27,16.8,7,0.193,10.7,0,0,0,67.23,98.46,878,2.9,76,76.53
2,27,19.6,8,0.189,10.1,38,172,54,54.36,84.67,878,2.9,73,76.91
2,27,23.0,9,0.187,9.0,100,549,279,40.98,70.94,878,2.9,281,34.35
2,27,25.8,10,0.191,7.9,135,719,526,32.14,57.1,878,2.9,269,0.0
2,27,27.6,11,0.196,7.3,160,807,746,27.69,43.38,878,2.9,269,0.0
2,27,29.1,12,0.198,6.5,175,857,916,24.11,30.14,877,2.9,267,0.0
2,27,30.1,13,0.198,6.0,183,883,1020,21.94,18.62,877,2.9,263,0.0
2,27,30.6,14,0.195,5.8,184,891,1048,20.96,14.15,876,2.9,257,0.0
2,27,30.5,15,0.19,5.7,178,883,998,21.05,21.66,876,2.9,253,0.0
2,27,29.8,16,0.185,5.8,166,854,875,21.94,33.94,876,2.9,252,0.0
2,27,28.6,17,0.178,5.9,147,799,688,23.71,47.39,876,2.9,251,0.0
2,27,26.7,18,0.15,6.2,242,282,378,27.01,61.18,876,2.8,250,0.0
2,27,24.2,19,0.146,6.8,141,101,167,32.72,75.03,877,2.8,251,0.0
2,27,21.6,20,0.145,7.8,12,41,13,41.17,88.6,877,2.8,254,72.93
2,27,20.0,21,0.143,8.8,0,0,0,48.37,102.49,877,2.8,251,105.48
2,27,19.2,22,0.142,9.2,0,0,0,52.28,115.69,878,2.7,236,76.81
2,27,18.9,23,0.14,9.2,0,0,0,53.17,128.14,878,2.7,168,76.81
2,27,18.8,24,0.142,9.0,0,0,0,53.07,139.09,878,2.6,78,76.81
2,28,18.5,1,0.144,9.1,0,0,0,54.44,147.01,878,2.6,11,81.98
2,28,17.7,2,0.149,9.6,0,0,0,58.91,149.42,878,2.6,344,81.98
2,28,16.9,3,0.161,10.2,0,0,0,64.53,145.16,878,2.7,346,81.98
2,28,16.5,4,0.173,10.7,0,0,0,68.45,136.13,878,2.7,354,81.54
2,28,16.3,5,0.172,10.9,0,0,0,70.4,124.63,878,2.7,4,76.92
2,28,16.3,6,0.169,10.8,0,0,0,70.13,111.92,878,2.6,24,83.6
2,28,16.6,7,0.162,10.4,0,0,0,66.9,98.58,878,2.6,57,86.74
2,28,19.5,8,0.155,9.6,36,203,55,52.89,84.77,878,2.5,65,80.72
2,28,22.8,9,0.15,8.4,91,598,285,39.81,71.03,878,2.4,4,41.07
2,28,26.0,10,0.147,6.8,119,770,536,29.4,57.19,878,2.4,289,0.0
2,28,28.1,11,0.145,5.8,138,861,762,24.27,43.49,878,2.3,274,0.0
2,28,29.5,12,0.135,5.5,145,916,936,21.92,30.3,877,2.3,269,0.0
2,28,30.4,13,0.137,5.4,152,938,1040,20.64,18.89,877,2.3,266,0.0
2,28,30.7,14,0.139,5.4,155,940,1065,20.28,14.52,877,2.4,265,0.0
2,28,30.4,15,0.146,5.5,156,924,1013,20.84,21.94,876,2.4,263,0.0
2,28,29.7,16,0.147,5.8,148,893,887,22.1,34.16,876,2.4,261,0.0
2,28,28.5,17,0.146,6.1,133,834,696,24.26,47.58,876,2.5,259,0.0
2,28,26.8,18,0.144,6.6,236,312,385,27.67,61.36,877,2.5,256,0.0
2,28,24.5,19,0.142,7.3,76,523,210,33.32,75.21,877,2.5,256,0.0
2,28,22.0,20,0.139,8.6,12,41,12,42.4,88.77,878,2.5,260,66.38
2,28,20.4,21,0.136,9.6,0,0,0,49.95,102.69,878,2.4,261,98.61
2,28,19.7,22,0.131,9.9,0,0,0,53.24,115.92,879,2.4,263,97.38
2,28,19.4,23,0.125,9.8,0,0,0,53.75,128.4,879,2.3,76,81.88
2,28,19.1,24,0.12,9.5,0,0,0,53.55,139.4,878,2.2,85,81.88
3,1,19.2,1,0.11,8.0,0,0,0,48.39,147.75,878,2.1,90,75.08
3,1,19.2,2,0.116,8.0,0,0,0,48.37,150.17,878,2.2,73,83.5
3,1,18.7,3,0.124,8.3,0,0,0,50.85,145.78,878,2.2,12,78.91
3,1,17.8,4,0.131,8.7,0,0,0,55.05,136.6,878,2.2,344,75.53
3,1,17.3,5,0.134,8.9,0,0,0,57.66,124.98,878,2.2,356,73.5
3,1,17.0,6,0.135,8.8,0,0,0,58.65,112.19,878,2.2,35,78.51
3,1,17.0,7,0.134,8.6,0,0,0,57.71,98.8,878,2.2,59,81.58
3,1,19.9,8,0.135,8.4,34,221,54,47.45,84.96,879,2.2,47,90.23
3,1,23.1,9,0.14,8.3,87,611,284,38.67,71.21,879,2.2,326,30.96
3,1,25.5,10,0.146,8.3,118,770,533,33.52,57.38,880,2.3,297,0.0
3,1,27.2,11,0.152,8.2,140,852,756,30.26,43.72,879,2.3,286,0.0
3,1,28.6,12,0.157,7.9,155,894,925,27.15,30.62,879,2.4,276,0.0
3,1,29.4,13,0.16,7.6,164,914,1026,25.52,19.42,879,2.5,268,0.0
3,1,29.6,14,0.162,7.5,167,917,1051,25.06,15.29,878,2.6,261,0.0
3,1,29.5,15,0.109,7.5,135,945,1008,25.08,22.54,878,2.6,254,0.0
3,1,29.0,16,0.108,7.4,126,916,880,25.79,34.62,877,2.7,248,0.0
3,1,28.0,17,0.107,7.5,114,863,692,27.41,47.97,877,2.7,244,0.0
3,1,26.4,18,0.109,7.6,96,762,457,30.29,61.72,877,2.7,243,0.0
3,1,24.2,19,0.112,7.9,68,552,205,35.35,75.57,878,2.7,246,0.0
3,1,21.8,20,0.117,8.7,0,0,0,43.12,89.11,878,2.7,251,64.21
3,1,20.3,21,0.12,9.4,0,0,0,49.46,103.1,879,2.7,250,86.17
3,1,19.4,22,0.122,9.6,0,0,0,53.12,116.38,879,2.7,238,89.79
3,1,19.1,23,0.124,9.6,0,0,0,53.92,128.93,879,2.6,180,89.79
3,1,18.8,24,0.131,9.4,0,0,0,54.45,140.04,879,2.6,141,90.34
3,2,18.7,1,0.146,9.4,0,0,0,54.64,148.12,879,2.6,138,95.85
3,2,18.5,2,0.169,9.5,0,0,0,55.89,150.55,879,2.7,279,95.85
3,2,17.9,3,0.202,9.9,0,0,0,59.32,146.09,879,2.7,311,95.85
3,2,17.4,4,0.239,10.2,0,0,0,62.69,136.82,879,2.8,329,94.59
3,2,17.2,5,0.269,10.5,0,0,0,64.62,125.15,879,2.8,344,88.31
3,2,17.2,6,0.302,10.6,0,0,0,65.09,112.32,879,2.8,3,88.31
3,2,17.3,7,0.334,10.6,0,0,0,64.92,98.91,880,2.8,18,88.31
3,2,18.9,8,0.347,10.6,36,73,42,58.66,85.06,880,2.8,358,87.11
3,2,20.9,9,0.378,10.5,183,115,220,51.26,71.31,881,2.9,326,40.94
3,2,22.4,10,0.399,10.3,201,543,493,46.13,57.48,881,3.0,314,0.0
3,2,23.3,11,0.388,10.0,235,659,711,42.92,43.83,881,3.1,310,0.0
3,2,24.0,12,0.165,9.6,158,871,907,40.12,30.78,880,3.2,300,0.0
3,2,24.6,13,0.162,9.2,164,898,1009,37.61,19.7,880,3.2,285,0.0
3,2,25.0,14,0.149,8.7,159,914,1039,35.52,15.68,879,3.2,271,0.0
3,2,25.3,15,0.127,8.3,143,921,992,33.97,22.84,879,3.1,262,0.0
3,2,25.4,16,0.123,7.9,394,307,646,32.88,34.85,878,3.1,255,0.0
3,2,25.1,17,0.121,7.6,165,666,609,32.83,48.17,878,3.0,249,0.0
3,2,24.3,18,0.122,7.5,100,740,449,34.08,61.91,878,3.0,244,0.0
3,2,22.9,19,0.125,7.6,77,4,78,37.42,75.76,879,3.0,244,0.0
3,2,21.2,20,0.127,8.1,0,0,0,43.01,89.28,880,3.0,247,33.69
3,2,20.0,21,0.129,8.6,0,0,0,47.83,103.31,880,3.0,247,87.18
3,2,19.1,22,0.126,8.9,0,0,0,51.52,116.61,881,3.0,247,90.3
3,2,18.5,23,0.122,8.9,0,0,0,53.57,129.2,881,2.9,233,90.3
3,2,18.2,24,0.12,8.8,0,0,0,54.14,140.36,881,2.8,338,83.97
3,3,17.7,1,0.125,8.6,0,0,0,55.26,148.49,880,2.8,339,78.11
3,3,17.2,2,0.143,8.5,0,0,0,56.57,150.93,880,2.7,349,79.9
3,3,17.0,3,0.181,8.3,0,0,0,56.72,146.39,880,2.6,4,80.14
3,3,17.0,4,0.219,8.2,0,0,0,55.98,137.05,880,2.5,15,80.14
3,3,17.0,5,0.227,8.0,0,0,0,55.29,125.32,880,2.5,21,80.14
3,3,16.9,6,0.243,7.8,0,0,0,55.15,112.46,880,2.4,31,80.14
3,3,17.1,7,0.244,7.7,0,0,0,53.9,99.02,880,2.3,43,80.14
3,3,19.6,8,0.226,7.4,36,136,47,45.09,85.15,881,2.3,30,74.92
3,3,22.6,9,0.205,5.9,103,536,274,33.96,71.4,881,2.2,335,30.21
3,3,25.2,10,0.187,4.4,133,735,527,26.07,57.58,880,2.1,296,0.0
3,3,27.3,11,0.171,3.7,148,841,754,22.02,43.95,880,2.1,279,0.0
3,3,28.7,12,0.16,3.6,156,899,927,20.13,30.95,880,2.1,274,0.0
3,3,29.2,13,0.156,3.8,161,926,1032,19.8,19.97,879,2.1,272,0.0
3,3,29.1,14,0.156,4.1,163,932,1058,20.36,16.06,879,2.1,271,0.0
3,3,28.8,15,0.153,4.3,158,922,1006,21.0,23.15,879,2.1,269,0.0
3,3,28.2,16,0.149,4.4,147,895,879,21.82,35.09,879,2.1,266,0.0
3,3,27.4,17,0.144,4.3,131,841,689,22.81,48.38,878,2.1,261,0.0
3,3,26.1,18,0.16,4.4,115,717,450,24.75,62.1,878,2.1,256,0.0
3,3,24.1,19,0.157,4.8,77,501,198,28.74,75.95,879,2.0,251,0.0
3,3,21.7,20,0.156,6.1,0,0,0,36.37,89.46,879,2.0,253,43.31
3,3,20.0,21,0.156,7.2,0,0,0,43.59,103.52,879,2.1,249,76.86
3,3,19.4,22,0.156,7.6,0,0,0,46.37,116.84,880,2.1,212,76.73
3,3,18.9,23,0.155,7.4,0,0,0,47.07,129.47,880,2.1,113,76.39
3,3,18.7,24,0.153,6.9,0,0,0,46.11,140.68,880,2.2,92,76.39
3,4,18.8,1,0.151,6.6,0,0,0,44.93,148.87,879,2.2,73,76.63
3,4,18.6,2,0.15,6.7,0,0,0,45.96,151.31,879,2.2,34,76.24
3,4,18.1,3,0.151,7.1,0,0,0,48.49,146.7,879,2.3,359,79.77
3,4,17.7,4,0.151,7.2,0,0,0,50.04,137.27,878,2.3,350,79.72
3,4,17.6,5,0.148,7.0,0,0,0,49.88,125.49,878,2.3,7,79.2
3,4,17.5,6,0.145,6.7,0,0,0,48.99,112.59,878,2.2,61,81.63
3,4,17.5,7,0.143,6.2,0,0,0,47.35,99.13,878,2.2,87,87.44
3,4,19.8,8,0.142,5.7,33,208,50,39.77,85.24,879,2.1,93,85.61
3,4,23.2,9,0.141,4.7,87,610,280,30.17,71.49,879,2.1,204,22.59
3,4,26.1,10,0.141,3.6,116,782,534,23.46,57.67,879,2.0,265,0.0
3,4,28.2,11,0.143,3.4,135,867,758,20.39,44.07,879,2.0,266,0.0
3,4,29.7,12,0.114,3.5,133,937,935,18.79,31.12,878,2.0,266,0.0
3,4,30.5,13,0.119,3.7,141,955,1038,18.3,20.25,878,2.0,264,0.0
3,4,30.8,14,0.125,4.1,146,956,1063,18.45,16.45,877,2.0,262,0.0
3,4,30.6,15,0.117,4.5,139,952,1012,19.21,23.46,877,2.0,258,0.0
3,4,29.9,16,0.123,5.0,134,918,883,20.65,35.33,876,2.0,254,0.0
3,4,28.8,17,0.127,5.5,123,858,690,22.78,48.59,876,2.0,250,0.0
3,4,27.2,18,0.127,6.1,102,751,452,26.08,62.3,876,2.1,247,0.0
3,4,24.8,19,0.125,7.1,69,537,198,32.18,76.14,877,2.1,247,18.83
3,4,22.2,20,0.123,8.6,0,0,0,41.87,89.64,877,2.1,249,82.05
3,4,20.6,21,0.121,9.7,0,0,0,49.79,103.73,878,2.1,247,109.65
3,4,19.7,22,0.118,10.2,0,0,0,54.15,117.08,878,2.1,235,127.37
3,4,19.4,23,0.116,10.1,0,0,0,54.96,129.74,878,2.0,108,98.25
3,4,19.1,24,0.114,9.9,0,0,0,55.01,141.0,878,2.0,59,76.0
3,5,18.8,1,0.113,9.6,0,0,0,55.25,149.25,878,2.1,32,74.07
3,5,18.2,2,0.112,9.7,0,0,0,57.7,151.69,878,2.1,6,73.47
3,5,17.6,3,0.115,10.0,0,0,0,60.9,147.0,877,2.1,351,73.92
3,5,17.2,4,0.118,10.2,0,0,0,63.32,137.5,877,2.1,349,73.92
3,5,16.9,5,0.12,10.2,0,0,0,64.68,125.65,877,2.2,358,73.92
3,5,16.8,6,0.125,10.1,0,0,0,64.43,112.71,877,2.2,25,79.98
3,5,16.8,7,0.125,9.7,0,0,0,62.97,99.23,878,2.1,68,101.08
3,5,19.4,8,0.121,9.2,32,227,50,51.77,85.33,878,2.1,81,107.63
3,5,22.8,9,0.117,8.1,80,638,281,38.9,71.58,878,2.1,98,16.71
3,5,26.1,10,0.117,6.4,106,803,534,28.42,57.77,878,2.1,254,0.0
3,5,28.4,11,0.122,5.8,126,881,757,23.77,44.19,877,2.1,256,0.0
3,5,29.9,12,0.125,5.8,138,924,928,21.87,31.29,877,2.1,255,0.0
3,5,30.7,13,0.133,6.1,149,941,1030,21.37,20.54,876,2.1,254,0.0
3,5,30.8,14,0.141,6.6,155,940,1055,21.95,16.84,876,2.1,251,0.0
3,5,30.5,15,0.103,7.0,131,955,1006,22.89,23.78,876,2.2,249,0.0
3,5,29.8,16,0.106,7.2,126,924,877,24.2,35.58,876,2.2,248,0.0
3,5,28.6,17,0.106,7.3,113,870,686,26.07,48.8,875,2.2,246,0.0
3,5,27.0,18,0.102,7.4,93,775,451,28.9,62.5,876,2.1,244,0.0
3,5,24.7,19,0.098,7.8,63,568,197,34.06,76.33,876,2.1,246,0.0
3,5,22.2,20,0.094,8.9,0,0,0,42.52,89.81,876,2.1,250,65.03
3,5,20.6,21,0.09,9.7,0,0,0,49.76,103.95,877,2.0,242,80.5
3,5,19.6,22,0.087,10.1,0,0,0,54.12,117.31,877,2.0,213,84.69
3,5,19.2,23,0.085,10.0,0,0,0,55.31,130.01,877,2.0,155,80.47
3,5,18.9,24,0.089,10.0,0,0,0,56.12,141.32,877,2.0,69,73.73
3,6,18.1,1,0.098,10.2,0,0,0,60.07,149.63,877,2.0,6,75.4
3,6,17.2,2,0.109,10.8,0,0,0,65.93,152.07,877,2.0,349,76.98
3,6,16.6,3,0.13,11.3,0,0,0,71.04,147.31,877,2.0,350,77.95
3,6,16.4,4,0.141,11.7,0,0,0,73.8,137.72,877,2.1,359,83.29
3,6,16.4,5,0.136,11.7,0,0,0,73.97,125.81,877,2.0,18,84.7
3,6,16.3,6,0.127,11.4,0,0,0,72.61,112.84,877,2.0,63,80.87
3,6,16.4,7,0.12,10.6,0,0,0,68.72,99.33,877,2.0,91,85.01
3,6,19.5,8,0.117,9.7,31,225,49,52.99,85.42,878,1.9,92,85.16
3,6,22.9,9,0.114,8.1,80,643,282,38.74,71.67,878,1.9,71,28.41
3,6,26.0,10,0.112,6.5,105,813,537,28.84,57.87,878,1.8,294,0.0
3,6,28.1,11,0.111,6.2,121,897,763,24.89,44.31,878,1.8,283,0.0
3,6,29.6,12,0.108,6.0,130,944,935,22.49,31.47,878,1.8,277,0.0
3,6,30.5,13,0.109,5.8,137,965,1038,21.2,20.83,877,1.8,270,0.0
3,6,30.9,14,0.111,5.9,139,968,1064,20.78,17.24,877,1.8,264,0.0
3,6,30.7,15,0.113,6.1,137,956,1010,21.31,24.1,876,1.8,260,0.0
3,6,30.0,16,0.112,6.4,129,928,881,22.59,35.83,876,1.8,256,0.0
3,6,28.8,17,0.11,6.6,116,877,691,24.71,49.02,876,1.7,253,0.0
3,6,27.2,18,0.106,7.0,95,779,452,27.77,62.7,876,1.7,247,0.0
3,6,25.0,19,0.1,7.6,63,570,196,32.94,76.53,876,1.7,242,0.0
3,6,22.4,20,0.09,8.6,0,0,0,41.24,89.99,877,1.6,233,86.52
3,6,20.8,21,0.084,9.2,0,0,0,47.42,104.16,877,1.5,215,95.0
3,6,19.9,22,0.081,9.4,0,0,0,50.61,117.55,878,1.5,195,92.93
3,6,19.5,23,0.078,9.3,0,0,0,51.72,130.28,878,1.5,153,80.97
3,6,19.1,24,0.074,9.1,0,0,0,52.28,141.65,878,1.5,116,74.75
3,7,18.9,1,0.068,8.7,0,0,0,51.53,150.01,878,1.4,107,75.33
3,7,18.8,2,0.066,8.2,0,0,0,50.08,152.45,877,1.3,106,72.38
3,7,18.9,3,0.066,7.7,0,0,0,48.24,147.61,877,1.3,103,72.54
3,7,18.8,4,0.069,7.5,0,0,0,47.71,137.93,877,1.3,93,74.0
3,7,18.1,5,0.074,7.6,0,0,0,50.43,125.97,877,1.3,55,76.47
3,7,16.9,6,0.084,8.2,0,0,0,56.6,112.96,878,1.3,26,76.73
3,7,16.3,7,0.087,8.6,0,0,0,60.4,99.44,878,1.4,27,86.37
3,7,19.3,8,0.081,8.6,28,294,51,49.89,85.51,879,1.3,41,92.59
3,7,23.0,9,0.073,7.6,67,721,292,37.13,71.76,879,1.3,83,32.72
3,7,26.7,10,0.066,4.8,85,885,554,24.64,57.97,879,1.2,195,0.0
3,7,29.4,11,0.063,3.8,96,965,785,19.58,44.44,878,1.1,221,0.0
3,7,31.2,12,0.062,3.4,104,1004,959,17.12,31.65,878,1.1,235,0.0
3,7,32.2,13,0.065,3.4,111,1021,1064,16.19,21.12,877,1.1,242,0.0
3,7,32.4,14,0.069,3.8,115,1022,1089,16.49,17.63,877,1.1,243,0.0
3,7,32.0,15,0.073,4.3,115,1009,1034,17.45,24.43,877,1.1,240,0.0
3,7,31.1,16,0.073,4.7,109,979,900,18.95,36.09,877,1.2,236,0.0
3,7,29.8,17,0.07,5.0,97,931,705,20.8,49.24,877,1.2,231,0.0
3,7,28.0,18,0.069,5.2,81,837,462,23.46,62.91,877,1.2,227,0.0
3,7,25.4,19,0.067,5.9,55,636,201,28.68,76.73,878,1.1,226,0.0
3,7,22.4,20,0.067,7.3,0,0,0,37.65,90.16,878,1.1,226,67.51
3,7,21.0,21,0.066,8.1,0,0,0,43.4,104.38,879,1.1,209,98.37
3,7,20.2,22,0.063,8.3,0,0,0,46.14,117.79,879,1.0,172,94.18
3,7,19.7,23,0.061,8.1,0,0,0,46.97,130.56,879,1.0,133,84.2
3,7,19.4,24,0.058,7.7,0,0,0,46.85,141.97,879,1.0,109,76.22
3,8,19.3,1,0.056,7.5,0,0,0,46.42,150.39,879,1.0,96,71.12
3,8,19.2,2,0.056,7.5,0,0,0,46.58,152.83,879,1.0,77,74.25
3,8,18.8,3,0.058,7.5,0,0,0,47.96,147.91,878,1.0,2,79.6
3,8,18.4,4,0.06,7.5,0,0,0,49.1,138.15,878,1.0,1,76.81
3,8,18.0,5,0.062,7.2,0,0,0,49.33,126.13,878,1.0,37,73.59
3,8,17.9,6,0.063,6.7,0,0,0,48.02,113.08,878,1.0,49,75.97
3,8,17.8,7,0.064,6.2,0,0,0,46.62,99.54,878,1.0,54,79.71
3,8,20.3,8,0.063,5.8,27,332,52,38.68,85.6,879,1.0,58,89.04
3,8,23.8,9,0.061,5.4,63,749,297,30.35,71.85,879,1.0,80,31.42
3,8,27.1,10,0.06,3.7,82,903,560,22.23,58.07,879,0.9,233,0.0
3,8,29.6,11,0.06,2.6,217,639,672,17.82,44.56,879,0.9,243,0.0
3,8,31.4,12,0.061,2.0,104,1012,964,15.32,31.83,878,0.9,249,0.0
3,8,32.3,13,0.064,2.1,110,1028,1067,14.74,21.41,878,0.9,253,0.0
3,8,32.4,14,0.068,2.8,114,1025,1089,15.32,18.03,877,1.0,254,0.0
3,8,31.9,15,0.068,3.5,112,1015,1034,16.64,24.76,877,1.0,251,0.0
3,8,30.7,16,0.072,4.3,108,982,898,18.86,36.35,876,1.1,247,0.0
3,8,29.0,17,0.074,5.1,241,590,625,22.02,49.46,876,1.1,243,0.0
3,8,27.1,18,0.075,6.1,83,830,459,26.26,63.11,877,1.1,239,0.0
3,8,24.8,19,0.073,7.3,57,620,197,32.63,76.93,877,1.1,237,0.0
3,8,22.3,20,0.072,8.7,0,0,0,41.84,90.86,878,1.1,240,42.25
3,8,20.6,21,0.073,9.7,0,0,0,49.48,104.6,878,1.1,237,74.56
3,8,19.7,22,0.072,10.1,0,0,0,53.75,118.03,879,1.1,204,74.09
3,8,19.3,23,0.072,10.0,0,0,0,54.82,130.83,879,1.1,104,69.36
3,8,19.1,24,0.073,9.6,0,0,0,54.13,142.3,879,1.1,79,71.28
3,9,19.1,1,0.073,9.3,0,0,0,53.01,150.77,879,1.1,49,77.69
3,9,18.4,2,0.073,9.4,0,0,0,55.75,153.22,879,1.2,12,77.69
3,9,17.4,3,0.075,9.8,0,0,0,60.89,148.21,878,1.2,355,77.69
3,9,16.8,4,0.076,10.1,0,0,0,64.68,138.36,878,1.2,358,76.06
3,9,16.6,5,0.076,10.1,0,0,0,65.45,126.28,878,1.1,23,77.69
3,9,16.6,6,0.077,9.6,0,0,0,63.39,113.2,878,1.1,57,77.69
3,9,17.1,7,0.076,8.8,0,0,0,57.98,99.64,878,1.1,77,95.02
3,9,20.2,8,0.074,7.8,24,1,24,44.7,85.69,879,1.1,81,95.15
3,9,23.5,9,0.074,7.4,68,720,291,35.51,71.93,879,1.1,88,42.8
3,9,26.4,10,0.073,5.9,89,876,551,27.01,58.17,879,1.1,255,0.0
3,9,28.8,11,0.074,4.7,262,604,692,21.62,44.69,878,1.1,258,0.0
3,9,30.3,12,0.072,4.4,230,758,873,19.43,32.01,878,1.1,258,0.0
3,9,31.2,13,0.074,4.5,117,1011,1056,18.51,21.71,877,1.1,260,0.0
3,9,31.3,14,0.079,4.8,148,934,1035,18.8,18.42,877,1.2,259,0.0
3,9,30.8,15,0.081,5.1,119,996,1022,19.8,25.09,877,1.2,257,0.0
3,9,29.9,16,0.084,5.4,114,963,887,21.25,36.61,877,1.3,253,0.0
3,9,28.7,17,0.085,5.5,104,909,692,22.96,49.69,877,1.3,249,0.0
3,9,27.2,18,0.085,5.6,87,808,450,25.29,63.32,877,1.3,246,0.0
3,9,24.9,19,0.083,6.3,59,590,190,30.28,77.14,878,1.3,247,0.0
3,9,22.4,20,0.081,7.5,0,0,0,38.39,91.07,878,1.3,251,53.71
3,9,20.8,21,0.077,8.5,0,0,0,45.15,104.82,879,1.3,251,78.74
3,9,19.5,22,0.074,9.0,0,0,0,50.6,118.27,879,1.3,265,66.99
3,9,18.9,23,0.074,9.1,0,0,0,53.0,131.11,879,1.3,351,75.31
3,9,18.3,24,0.076,9.1,0,0,0,54.93,142.62,879,1.3,23,75.2
3,10,17.9,1,0.079,9.0,0,0,0,55.92,151.16,879,1.3,42,77.7
3,10,17.8,2,0.08,8.7,0,0,0,55.25,153.6,879,1.3,41,77.74
3,10,17.6,3,0.078,8.5,0,0,0,55.02,148.5,878,1.3,24,78.85
3,10,17.5,4,0.079,8.3,0,0,0,54.67,138.57,878,1.3,37,78.85
3,10,17.4,5,0.082,7.9,0,0,0,53.57,126.44,878,1.3,65,78.85
3,10,17.6,6,0.083,7.2,0,0,0,50.43,113.32,878,1.3,76,78.85
3,10,18.1,7,0.081,6.3,0,0,0,46.04,99.74,878,1.3,78,78.6
