fecha;anio;mes;dia;hora;barra;tension;valor
01/08/2024;2024;8;1;1;ATACAMA_______220;220;67,034
01/08/2024;2024;8;1;1;ATACAMA_______220;220;64,647
01/08/2024;2024;8;1;1;CARDONES______220;220;65,019
01/08/2024;2024;8;1;1;CARDONES______220;220;62,703
01/08/2024;2024;8;1;1;CHARRUA_______220;220;59,806
01/08/2024;2024;8;1;1;CHARRUA_______220;220;57,676
01/08/2024;2024;8;1;1;CRUCERO_______220;220;66,699
01/08/2024;2024;8;1;1;CRUCERO_______220;220;64,324
01/08/2024;2024;8;1;1;P.AZUCAR______220;220;64,128
01/08/2024;2024;8;1;1;P.AZUCAR______220;220;61,844
01/08/2024;2024;8;1;1;P.MONTT_______220;220;0,0
01/08/2024;2024;8;1;1;QUILLOTA______220;220;63,18
01/08/2024;2024;8;1;1;QUILLOTA______220;220;60,93
01/08/2024;2024;8;1;1;TARAPACA______220;220;71,21
01/08/2024;2024;8;1;1;TARAPACA______220;220;68,674
01/08/2024;2024;8;1;2;ATACAMA_______220;220;61,658
01/08/2024;2024;8;1;2;ATACAMA_______220;220;49,173
01/08/2024;2024;8;1;2;ATACAMA_______220;220;51,173
01/08/2024;2024;8;1;2;ATACAMA_______220;220;55,507
01/08/2024;2024;8;1;2;ATACAMA_______220;220;63,181
01/08/2024;2024;8;1;2;CARDONES______220;220;60,26
01/08/2024;2024;8;1;2;CARDONES______220;220;48,058
01/08/2024;2024;8;1;2;CARDONES______220;220;49,471
01/08/2024;2024;8;1;2;CARDONES______220;220;53,658
01/08/2024;2024;8;1;2;CARDONES______220;220;61,076
01/08/2024;2024;8;1;2;CHARRUA_______220;220;55,118
01/08/2024;2024;8;1;2;CHARRUA_______220;220;43,957
01/08/2024;2024;8;1;2;CHARRUA_______220;220;44,014
01/08/2024;2024;8;1;2;CHARRUA_______220;220;48,076
01/08/2024;2024;8;1;2;CHARRUA_______220;220;54,722
01/08/2024;2024;8;1;2;CRUCERO_______220;220;62,271
01/08/2024;2024;8;1;2;CRUCERO_______220;220;49,662
01/08/2024;2024;8;1;2;CRUCERO_______220;220;51,68
01/08/2024;2024;8;1;2;CRUCERO_______220;220;56,088
01/08/2024;2024;8;1;2;CRUCERO_______220;220;63,842
01/08/2024;2024;8;1;2;P.AZUCAR______220;220;59,159
01/08/2024;2024;8;1;2;P.AZUCAR______220;220;47,18
01/08/2024;2024;8;1;2;P.AZUCAR______220;220;48,18
01/08/2024;2024;8;1;2;P.AZUCAR______220;220;52,27
01/08/2024;2024;8;1;2;P.AZUCAR______220;220;59,497
01/08/2024;2024;8;1;2;QUILLOTA______220;220;59,51
01/08/2024;2024;8;1;2;QUILLOTA______220;220;47,46
01/08/2024;2024;8;1;2;QUILLOTA______220;220;48,34
01/08/2024;2024;8;1;2;QUILLOTA______220;220;52,37
